album	year	num	title	lyrics
Virtual XI	1998	1	Futureal	I'm running of my time, I'm running out of breath\nAnd now it's getting, so I can't sleep at night\nIn the day, I feel like death\nI'm getting in far too deep, I feel they closing in\nI've got to say that I'm scared, I know they'll win\nEven so, I'm prepared\nDo you believe, what you hear\nCan you believe, what you see\nDo you believe, what you feel\nCan you believe\nWhat is real?\nFutureal\nWhat is real?\nFutureal\nWherever anyone seems to treat me like a freak\nIt makes me see I'm only one who feels\nThat I know what is real\nSometimes it feels like a game of deadly hide and seek\nAnd when you reading this, then I will be gone\nMaybe then, you will see\nDo you believe, what you hear\nCan you believe, what you see\nDo you believe, what you feel\nCan you believe\nDo you believe, what you hear\nCan you believe, what you see\nDo you believe, what you feel\nCan you believe\n
Virtual XI	1998	2	The Angel And The Gambler	Roll of the dice\nTake a spin of the wheel\nOut of your hands now\nSo how do you feel?\nBut you're not gonna win\nYou'd better go back again\nDo you feel lucky\nOr do you feel scared?\nTake what luck brings and be Devil may care\nBut you're down on your luck\nWhat will the next day bring?\nAdrift on the ocean\nAfloat in a daydream\nOr lost in a maze\nOr blind in the haze\nSo what does it matter?\nSo why don't you answer?\nSo why did you send\nAn angel to mend?\nBest make decisions\nBefore it's too late\nTake all your chances\nTake hold of the reins\nA roll of the dice\nAhead of the game again\nNothing to lose\nBut so much to gain\nA little danger\nIt goes without saying\nBut what do you care\nYou're gonna go in the end\nGate open to heaven\nIs ready and waiting\nOr straight down to hell\nCan go there as well\nI'll suffer my craving\nMy soul's not worth saving\nSo why don't you go\nJust leave well alone\nDon't you think I'm a saviour\nDon't you think I could save you\nDon't you think I could save your life\nThere's like a hunger\nThat knocks on your door\nYou've had a taste of it\nStill you want more\nYou've made your mistakes\nWon't play it the same again\nYou have been warned\nBut still you plunge in\nYou play high stakes\nBut there's nothing to win\nYou've only one life\nAnd so many things to learn\nThe angel on one side\nThe devil the other\nWhich path do you take?\nDecisions to make\nArrive at the crossroads\nYou know where you're going\nAnd what if you wait\nIt may be too late\nDon't you think I'm a saviour\nDon't you think I could save you\nDon't you think I could save your life\n
Virtual XI	1998	3	Lightning Strikes Twice	I feel the breeze on my face in expectance\nNot very long before the storm reaches here\nOff in the distance the lightning is flashing again\nFeel something strong as the power draws near\nIs it the rolling thunder that scares you\nIs it the crashing of clouds that hold fear\nBut all I know as I sit in a corner alone\nIt takes me back to my childhood again\nAnd as I wait and look for an answer\nTo all the things going round in my head\nI ask myself could it be a disaster and when\nIt's maybe threatening to happen again\nAs the ominous light draws near\nThere's a lone dog howls in the park\nAll the people hurry inside\nAs the lightning flash lights dark\nThe storm is nearly here\nOnly god will know\nYou're sitting alone you watch\nAs the wind is blowing treetops\nAnd the swaying rusting of leaves\nPlenty all time to perceive\nAs you wait for rain to fall\nMaybe lightning strikes twice\nOnly god knows\nThe whole sky glows\nMaybe lightning strikes twice\n
Virtual XI	1998	4	The Clansman	Wake alone in the hills\nWith the wind in your face\nIt feels good to be proud\nAnd be free and a race\nThat is part of a clan\nAnd to live on highlands\nAnd the air that you breathe\nSo pure and so clean\nWhen alone on the hills\nWith the wind in your hair\nWith a longing to feel\nJust to be free\nIt is right to believe\nIn the need to be free\nIt's a time when you die\nAnd without asking why\nCan't you see what they do\nThey are grinding us down\nThey are taking our land\nThat belongs to the clans\nNot alone with a dream\nJust a want to be free\nWith a need to belong\nI am a clansman\nFreedom\nFreedom\nFreedom\nFreedom\nIt's a time wrought with fear\nIt's a land wrought with change\nThe ancestors could hear\nWhat is happening now\nThey would turn in their graves\nThey would all be ashamed\nThat the land of the free\nHas been written in chains\nAnd I know what I want\nWhen the timing is right\nThen I'll take what is mine\nI am the clansman\nAnd I swear to defend\nAnd we'll fight to the end\nAnd I swear that I'll never\nBe taken alive\nAnd I know that we'll stand\nAnd we'll fight for our land\nAnd I swear that my bairns\nWill be born free\nAnd I know what I want\nWhen the timing is right\nThen I'll take what I want\nI am the clansman\nFreedom\nFreedom\nFreedom\nFreedom\nNo, no we can't let them take anymore\nNo we can't let them take anymore\nWe've the land of the free\nNo, no we can't let them take anymore\nNo we can't let them take anymore\nWe've the land of the free\nNo, no we can't let them take anymore\nNo we can't let them take anymore\nNo we can't let them take anymore\nWe've the land of the free\nOh, oh-oh-oh-oh, oh-oh-oh-oh\nOh, oh-oh-oh-oh, oh-oh-oh-oh\nOh, oh-oh-oh-oh, oh-oh-oh-oh\nFreedom\nFreedom\nFreedom\nFreedom\nIt is right to believe\nIn the need to be free\nIt's a time when you die\nAnd without asking why\nCan't you see what they do\nThey are grinding us down\nThey are taking our land\nThat belongs to the clans\nNot alone with a dream\nJust a want to be free\nWith a need to belong\nI am a clansman\nAnd I know what I want\nWhen the timing is right\nThen I'll take what is mine\nI am the clansman\nFreedom\nFreedom\nFreedom\nFreedom\nAnd I know what I want\nWhen the timing is right\nThen I'll take what is mine\nI am the clansman\n
Virtual XI	1998	5	When Two Worlds Collide	My telescope looks out\nInto the stars tonight\nA little speck of light\nSeems twice the size tonight\nThe calculations are so fine\nCan it be growing all the time?\nNow I can't believe it's true\nAnd I don't know what to do\nFor the hundredth time\nI check the declination\nNow the fear starts to grow\nEven my computer shows\nThere are no errors in the calculations\nNow it's happened take no other view\nCollision course, you must believe it's true\nNow there's nothing left that we can do\nWhen two worlds collide\nThe anger and the pain\nOf all those who remain\nTwo worlds collide\nWho will be left alive\nNo place to hide\nWhen two worlds collide\nThe anger, the pain\nOf those who remain\nWhen two worlds collide\nWhen two worlds collide\nSo who will survive\nThere's no place to hide\nWhen two worlds collide\nNow it's happened take no other view\nCollision course, you must believe it's true\nNow there's nothing left that we can do\nWhen two worlds collide\nThe anger and the pain\nOf all those who remain\nTwo worlds collide\nWho will be left alive\nNo place to hide\nWhen two worlds collide\nThe anger, the pain\nOf all those who remain\nWhen two worlds collide\nWhen two worlds collide\nSo who will survive\nThere's no place to hide\nWhen two worlds collide\nWhen two worlds collide\nThe anger, the pain\nOf those who remain\nWhen two worlds collide\nWhen two worlds collide\nSo who will survive\nThere's no place to hide\nWhen two worlds collide\nWhen two worlds collide\nThe anger, the pain\nWhen two worlds collide\n
Virtual XI	1998	6	The Educated Fool	I am an educated fool\nSo I don't know what it is I'm supposed to do\nAbout this awkward situation\nThat's been forced down right upon me\nAs I'm walking down into\nOn my own into the Valley Of Life\nGot a lifetime of experience\nYeah I've got so much to give\nOpen the page at chapter one\nCould this just be that life's just begun\nForever within your darker thoughts\nReflecting on everything you've been taught\nNever felt this way before\nSeems that somebody's just opened the door\nTo the book of life... or is it death\nIs there ever anyway out\nSomeone's looking down on me\nTo the very inner core of my soul\nThey won't tell me what they see\nBut I really want to know\nI want to live my life on my own\nI want to lift the unturned stone\nI want to walk right into the fire\nI want to live out all my desires\nI want to go and see the fire burn\nI want to see and feel my world turn\nI want to know what more there's to learn\nI want to pass the point of no return\nDo you really wanna be\nJust another one statistic or feel\nThat you really should aspire\nThat you really do deserve more\nDo you ever really feel\nThat you have so much potential inside\nWhat you really have to give\nCould be realised much more\nI want to live my life on my own\nI want to lift the unturned stone\nI want to walk right into the fire\nI want to live out all my desires\nI want to go and see the fire burn\nI want to see and feel my world turn\nI want to know what more there's to learn\nI want to pass the point of no return\nTime will flow\nAnd I will follow\nTime will go\nBut I will follow\nTime will flow\nAnd I will follow\nTime will go\nBut I will follow\nI want to feel what life's like respond\nI want to meet my father beyond\nI want to walk right into the light\nI want to feel no fear but delight\nI want to live my life on my own\nI want to lift the unturned stone\nI want to walk right into the fire\nI want to live out all my desires\nTime will flow\nAnd I will follow\nTime will go\nBut I will follow\nTime will flow\nAnd I will follow\nTime will go\nBut I will follow\nTime will flow\nAnd I will follow\nTime will go\nBut I will follow\nThe educated fool\n
Virtual XI	1998	7	Don't Look To The Eyes Of A Stranger	Don't look to the eyes of a stranger\nDon't look through the eyes of a fool\nDon't look to the eyes of a stranger\nSomebody's watching when the light goes down\nDon't look to the eyes of a stranger\nDon't look through the eyes of a fool\nDon't look to the eyes of a stranger\nSomebody's watching when the night comes down\nFeel someone's watching you\nYou've got to get away\nIt is the first time\nYou've ever felt this scared\nFeel the adrenalin pump\nYour heart begins to race\nBegin to run now\nThe sweat runs down your face\nDon't know which way to turn\nYou'd better hide yourself\nHe's getting closer now\nYou'd better improvise\nJust hope you never reach\nThe point of no return\nCould be the last time\nYou see the light of day\nDon't look to the eyes of a stranger\nDon't look through the eyes of a fool\nDon't look to the eyes of a stranger\nSomebody's watching when the night comes down\nDon't look to the eyes of a stranger\nDon't look through the eyes of a fool\nDon't look to the eyes of a stranger\nSomebody's watching when the light goes down\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to don't look to\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to don't look to\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to don't look to\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to don't look to\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look to don't look to don't look to don't look to\nDon't look to the eyes of a stranger\nDon't look through the eyes of a fool\nDon't look to the eyes of a stranger\nSomebody's watching when the light goes down\nDon't look to the eyes of a stranger\nDon't look through the eyes of a fool\nDon't look to the eyes of a stranger\nSomebody's watching when the light goes down\nDon't look to the eyes of a stranger\n
Virtual XI	1998	8	Como Estais Amigos	Como esta amigo\nFor the death of those we don't know\nShall we kneel and say a prayer\nThey will never know we care\nShall we keep the fires burning\nShall we keep the flames alight\nShould we try to remember\nWhat is wrong and what is right\nNo more tears, no more tears\nIf we live for a hundred years\nAmigos no more tears\nIf we do forget them and\nThe sacrifice they made\nWill the wickedness and sadness\nCome to visit us again\nShall we dance a dance in sunlight\nShall we drink a wine of peace\nShall our tears be of joy\nShall we keep at bay the beast\nNo more tears, no more tears\nIf we live for a hundred years\nAmigos no more tears\nInside the scream is silent\nInside it must remain\nNo victory and no vanquishment\nOnly horror, only pain\nNo more tears, no more tears\nIf we live for a hundred years\nAmigos no more tears\n
Brave New World	2000	1	The Wicker Man	Hand of fate is moving and the finger points to you\nHe knocks you to your feet and so what are you gonna do\nYour tongue has frozen now you've got something to say\nThe piper at the gates of dawn is calling you his way\nYou watch the world exploding every single night\nDancing in the sun a newborn in the light\nSay goodbye to gravity and say goodbye to death\nHello to eternity and live for every breath\nYour time will come, your time will come\nYour time will come, your time will come\nThe ferryman wants his money you ain't going to give it back\nHe can push his own boat as you set up off the track\nNothing you can contemplate will ever be the same\nEvery second is a new spark, sets the universe aflame\nYou watch the world exploding every single night\nDancing in the sun a newborn in the light\nBrothers and their fathers joining hands and make a chain\nThe shadow of the Wicker Man is rising up again\nYour time will come, your time will come\nYour time will come, your time will come\nYour time will come, your time will come\nYour time will come, your time will come\nYour time will come, your time will come\nYour time will come, your time will come\n
Brave New World	2000	2	Ghost Of The Navigator	I have sailed to many lands, now I make my final journey\nOn the bow I stand, west is where I go\nThrough the night I plough, still my heart, calculate and pray\nAs the compass swings, my will is strong, I will not be led astray\nMysteries of time clouds that hide the sun\nBut I know, but I know, but I know\nI see the ghosts of navigators but they are lost\nAs they sail into the sunset they'll count the cost\nAs their skeletons accusing emerge from the sea\nThe sirens of the rocks, they beckon me\nTake my heart and set it free, carried forward by the waves\nNowhere left to run, navigator's son,\nChasing rainbows all my days\nWhere I go I do not know, I only know the place I've been\nDreams they come and go, ever shall be so,\nNothing's real until you feel\nI steer between the crashing rocks, the sirens call my name\nLash my hands onto the helm, blood surging with the strain\nI will not fail now as sunrise comes the darkness left behind\nFor eternity I follow on there is no other way\nMysteries of time clouds that hide the sun\nBut I know, I know\nI see the ghosts of navigators but they are lost\nAs they sail into the sunset they'll count the cost\nAs their skeletons accusing emerge from the sea\nThe sirens of the rocks, they beckon me\nTake my heart and set it free, carried forward by the waves\nNowhere left to run, Navigator's son\nChasing rainbows all my days\nWhere I go I do not know, I only know the place I've been\nDreams they come and go, ever shall be so\nNothing's real until you feel\nI see the ghosts of navigators but they are lost\nAs they sail into the sunset they'll count the cost\nAs their skeletons accusing emerge from the sea\nThe sirens of the rocks, they beckon me\nTake my heart and set it free, carried forward by the waves\nNowhere left to run, Navigator's son\nChasing rainbows all my days\nWhere I go I do not know, I only know the place I've been\nDreams they come and go, ever shall be so\nNothing's real until you feel\n
Brave New World	2000	3	Brave New World	Dying swans twisted wings, beauty not needed here\nLost my love, lost my life, in this garden of fear\nI have seen many things, in a lifetime alone\nMother love is no more, bring this savage back home\nWilderness house of pain, makes no sense of it all\nClose this mind dull this brain, Messiah before his fall\nWhat you see is not real, those who know will not tell\nAll is lost sold your souls to this brave new world\nA brave new world, in a brave new world\nA brave new world, in a brave new world\nIn a brave new world, a brave new world\nIn a brave new world, a brave new world\nDragon kings dying queens, where is salvation now\nLost my life lost my dreams, rip the bones from my flesh\nSilent screams laughing here, dying to tell you the truth\nYou are planned and you are damned in this brave new world\nA brave new world, in a brave new world\nA brave new world, in a brave new world\nIn a brave new world, a brave new world\nIn a brave new world, a brave new world\nA brave new world, in a brave new world\nA brave new world, in a brave new world\nIn a brave new world, a brave new world\nIn a brave new world, a brave new world\nDying swans twisted wings, bring this savage back home\n
Brave New World	2000	4	Blood Brothers	And if you're taking a walk through the garden of life\nWhat do you think you'd expect you would see?\nJust like a mirror reflecting the moves of your life\nAnd in the river reflections of me\nJust for a second a glimpse of my father I see\nAnd in a movement he beckons to me\nAnd in a moment the memories are all that remain\nAnd all the wounds are reopening again\nWe're blood brothers, we're blood brothers\nWe're blood brothers, we're blood brothers\nAnd as you look all around at the world in dismay\nWhat do you see, do you think we have learned\nNot if you're taking a look at the war-torn affray\nOut in the streets where the babies are burned\nWe're blood brothers, we're blood brothers\nWe're blood brothers, we're blood brothers\nThere are time when I feel I'm afraid for the world\nThere are times I'm ashamed of us all\nWhen you're floating on all the emotion you feel\nAnd reflecting the good and the bad\nWill we ever know what the answer to life really is?\nCan you really tell me what life is?\nMaybe all the things that you know that are precious to you\nCould be swept away by fate's own hand\nWe're blood brothers, we're blood brothers\nWe're blood brothers, we're blood brothers\nWhen you think that we've used all our chances\nAnd the chance to make everything right\nKeep on making the same old mistakes\nMakes untipping the balance so easy\nWhen we're living our lives on the edge\nSay a prayer on the book of the dead\nWe're blood brothers, we're blood brothers\nWe're blood brothers, we're blood brothers\nAnd if you're taking a walk through the garden of life....\n
Brave New World	2000	5	The Mercenary	Pay to kill, die to lose, hunted, hunter which are you\nDiablo come again to make trophies out of men\nLose your skin, lose your skull, one by one the sack is full\nIn the heat dehydrate, know which breath will be your last\nNowhere to run, nowhere to hide, you've got to kill to stay alive\nNowhere to run, nowhere to hide, you've got to kill to stay alive\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nHuman heart, human mind, intellect intertwined\nFocus sharp in the night, watch the jungle burning bright\nToe to toe throw the line, everyone's caught hand tied\nIron will iron fist, how could it have come to this?\nNowhere to run, nowhere to hide, you've got to kill to stay alive\nNowhere to run, nowhere to hide, you've got to kill to stay alive\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\nShow them no fear, show them no pain\n
Brave New World	2000	6	Dream Of Mirrors	Have you ever felt the future is the past, but you don't know how...?\nA reflected dream of a captured time, is it really now, is it really happening?\nDon't know why I feel this way, have I dreamt this time, this place?\nSomething vivid comes again into my mind\nAnd I think I've seen your face, seen this room, been in this place\nSomething vivid comes again into my mind\nAll my hopes and expectations, looking for an explanation\nHave I found my destination? I just can't take no more\nThe dream is true, the dream is true\nThe dream is true, the dream is true\nThink I've heard your voice before, think I've said these words before\nSomething makes me feel I just might lose my mind\nAm I still inside my dream? Is this a new reality\nSomething makes me feel that I have lost my mind\nAll my hopes and expectations, looking for an explanation\nComing to the realization that I can't see for sure\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, please save me from myself\nThe dream is true, the dream is true\nThe dream is true, the dream is true\nI get up put on the light, dreading the oncoming night\nScared to fall asleep and dream the dream again\nNothing that I contemplate, nothing that I can compare\nTo letting loose the demons deep inside my head\nDread to think what might be stirring, that my dream is reoccurring\nGot to keep away from drifting, saving me from myself\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nLost in a dream of mirrors, lost in a paradox\nLost and time is spinning, lost a nightmare I retrace\nLost a hell that I revisit, lost another time and place\nLost a parallel existence, lost a nightmare I retrace\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nI only dream in black and white, I only dream cause I'm alive\nI only dream in black and white, to save me from myself\nThe dream is true, the dream is true\nThe dream is true, the dream is true\n
Brave New World	2000	7	The Fallen Angel	Azazel is beside you and he's playing the game\nDemons are inside you and they're making their play\nWatching and they're hiding as they wait for the time\nFor a devil to get ready and take over your mind\nYou and only god would know what could be done\nYou and only god will know I am the only one\nYou and only god would know what could be done\nYou and only god will know I am the chosen one\nCould it be it's the end of our world?\nAll the things that we cherish and love\nNothing left but to face this all on my own\nCause I am the chosen one\nCould it be it's the end of our world?\nAll the things that we cherish and love\nNothing left but to face this all on my own\nCause I am the chosen one\nBeaten fallen angel but I've risen again\nAnd the power is inside me, I've decided to pray\nAs I wait for Armageddon and it's coming my way\nIt's an honour to be chosen and I wait for the day\nYou and only god would know what could be done\nYou and only god will know I am the only one\nYou and only god would know what could be done\nYou and only god will know that I am the chosen one\nCould it be it's the end of my world?\nAll the things that we cherish and love\nNothing left but to face all this on my own\nCause I am the chosen one\nCould it be it's the end of our world?\nAll the things that we cherish and love\nNothing left but to face this all on my own\nCause I am the chosen one\nCould it be it's the end of our world?\nAll the things that we cherish and love\nNothing left but to face this all on my own\nCause I am the chosen one\nCould it be it's the end of our world?\nAll the things that we cherish and love\nNothing left but to face this all on my own\nCause I am the chosen one\n
Brave New World	2000	8	The Nomad	Like a mirage riding on the desert sand\nLike a vision floating with the desert winds\nKnow the secret of the ancient desert lands\nYour are the keeper of the mystery in your hands\nNomad, rider of the ancient east\nNomad, rider that men know the least\nNomad, where you come from no one knows\nNomad, where you go to no one tells\nUndercover of the veil of your disguise\nThe men that fear you are the ones that you despise\nNo one's certain what you future will behold\nYou're a legend you own story will be told\nNomad, rider of the ancient east\nNomad, rider that men know the least\nNomad, where you come from no one knows\nNomad, where you go to no one tells\nNo one dares to even look or glance your way\nYour reputation goes before you they all say\nLike a spirit that can disappear at will\nMany claim of things but no one's seen you kill\nNomad, you're the rider so mysterious\nNomad, you're the spirit that men fear in us\nNomad, you're the rider of the desert sands\nNo man's ever understood your genius\nThose who see you in horizon desert sun\nThose who fear your reputation hide or run\nYou send before you a mystique that's all your own\nYour silhouette is like a statue carved in stone\nNomad, you're the rider so mysterious\nNomad, you're the spirit that men fear in us\nNomad, you're the rider of the desert sands\nNo man ever understood your genius\nLegend has it that you speak an ancient tongue\nBut no one's spoke to you and lived to tell the tale\nSome may say that you have killed a hundred men\nOthers say that you have died and live again\nNomad, you're the rider so mysterious\nNomad, you're the spirit that men fear in us\nNomad, you're the rider of the desert sands\nNo man ever understood your genius\n
Brave New World	2000	9	Out Of The Silent Planet	Out of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nWithered hands, withered bodies begging for salvation\nDeserted by the hand of gods of their own creation\nNations cry underneath decaying skies above\nYou are guilty, the punishment is death for all who live\nThe punishment is death for all who live\nOut of the silent planet, dreams of desolation\nOut of the silent planet, Come the demons of creation\nOut of the silent planet, dreams of desolation\nOut of the silent planet, Come the demons of creation\nThe killing fields, the grinding wheels crushed by equilibrium\nSeparate lives no more disguise, no more second chances\nHaggard wisdom spitting out the bitter taste of hate\nI accuse you before you know the crime it's all too late\nBefore you know the crime it's all too late\nOut of the silent planet, dreams of desolation\nOut of the silent planet, Come the demons of creation\nOut of the silent planet, dreams of desolation\nOut of the silent planet, Come the demons of creation\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, dreams of desolation\nOut of the silent planet, Come the demons of creation\nOut of the silent planet, dreams of desolation\nOut of the silent planet, Come the demons of creation\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\nOut of the silent planet, out of the silent planet we are\n
Brave New World	2000	10	The Thin Line Between Love And Hate	When a person turns to wrong, is it a want to be, belong?\nPart of things at any cost, at what price a life is lost\nAt what point do we begin, fighter spirit a will to win\nBut what makes a man decide, take the wrong or righteous road\nThere's a thin line between love and hate\nWider divide that you can see between good and bad\nThere's a grey place between black and white\nBut everyone does have the right to choose the path that he takes\nWe all like to put the blame on society these days\nBut what kind of good or bad a new generation brings\nSometimes take just more than that to survive be good at heart\nThere is evil in some of us no matter what will never change\nI will hope, my soul will fly, so I will live forever\nHeart will die, my soul will fly, and I will live forever\nJust a few small tears between someone happy and one sad\nJust a thin line drawn between being a genius or insane\nAt what age begin to learn of which way out we will turn\nThere's a long and winding road and the trail is there to burn\nThere's a thin line between love and hate\nWider divide that you can see between good and bad\nThere's a grey place between black and white\nBut everyone does have the right to choose the path that he takes\nI will hope, my soul will fly, so I will live forever\nHeart will die, my soul will fly, and I will live forever\nI will hope, my soul will fly, so I will live forever\nHeart will die, my soul will fly, and I will live forever\nThe thin line between love and hate\nThe thin line between love and hate\n
Dance Of Death	2003	1	Wildest Dreams	I'm gonna organize some changes in my life\nI'm gonna exorcise the demons of my past\nI'm gonna take the car and hit the open road\nI'm feeling ready to just open up and go\nAnd I just feel I can be anything\nThat all I might ever wish to be\nAnd fantasize just what I want to be\nMake my wildest dreams come true\nI'm on my way\nOut on my own again\nI'm on my way\nOut on the road again\nWhen I remember back to how that things just used to be\nAnd I was stuck inside a shroud of misery\nI felt I'd disappeared so deep inside myself\nI couldn't find a way to break away my hell\nWhen I'm feeling down and low\nI vow I'll never be the same again\nI just remember what I am\nAnd visualize just what I'm gonna be\nI'm on my way\nOut on my own again\nI'm on my way\nOut on the road again\nI'm on my way\nOut on my own again\nI'm on my way\nI'm gonna breakaway\n
Dance Of Death	2003	2	Rainmaker	When I was wandering in the desert\nAnd was searching for the truth\nI heard a choir of angels calling out my name\nI had the feeling that my life would never be the same again\nI turned my face towards the barren sun\nAnd I know of the pain that you feel the same as me\nAnd I dream of the rain as it falls upon the leaves\nAnd the cracks in our lives like the cracks upon the ground\nThey are sealed and are now washed away\nYou tell me we can start the rain\nYou tell me that we all can change\nYou tell me we can find something to wash the tears away\nYou tell me we can start the rain\nYou tell me that we all can change\nYou tell me we can find something to wash the tears.....\nAnd I know of the pain that you feel the same as me\nAnd I dream of the rain as it falls upon the leaves\nAnd the cracks in the ground like the cracks are in our lives\nThey are sealed and now far away\n
Dance Of Death	2003	3	No More Lies	There's a darkened sky before me\nThere's no time to prepare\nSalvage a last horizon\nBut no regrets from me\nMaybe I'll be back some other day\nTo live again just who can say\nIn what shape or form that I might be\nJust another chance for me\nA hurried time no disgrace\nInstead of racing to conclusion\nAnd wishing all my life away\nNo-one can stop me now\nTime is up it couldn't last\nBut there's more things I'd like to do\nI'm coming back to try again\nSomeday maybe I'll wait till then\nNo more lies...\nThey're all sitting at my table\nTalking tall and drinking wine\nTheir time is up just like me\nBut they just don't know it yet\nSo just a word of warning\nWhen you're in your deepest dreams\nThere's nothing you can hide from\nI've got my eye on you\nThe clock is fast, the hour is near\nEventful past is everclear\nMy life is set, the time is here\nI think I'm coming home\nNo more lies...\nA hurried time, no disgrace\nInstead of racing to conclusions\nAnd wishing all your life away\nNo-one can stop me now\nTime is up it couldn't last\nBut there's more things I have to do\nI'm coming back to try again\nDon't tell me that this is the end\nNo more lies...\n
Dance Of Death	2003	4	Montségur	I stand alone in this desolate space\nIn death they are truly alive\nMassacred innocence, evil took place\nThe angels were burning inside\nCenturies later I wonder why\nWhat secret they took to their grave\nStill burning heretics under our skies\nReligion's still burning inside\nAt the gates and the walls of Montségur\nBlood on the stones of the citadel\nAt the gates and the walls of Montségur\nBlood on the stones of the citadel\nAt the gates and the walls of Montségur\nBlood on the stones of the citadel\nAt the gates and the walls of Montségur\nBlood on the stones of the citadel\nAs we kill them all so God will know his own\nThe innocents died for the Pope on his throne\nCatholic greed and its paranoid zeal\nCurse of the grail and the blood of the cross\nTemplar believers with blood on their hands\nJoined in the chorus to kill on demand\nBurned at the stake for their soul's liberty\nTo stand with the cathars, to die and be free\nThe book of Old Testament crippled and black\nSatan - his weapon is lust\nLeaving this evil damnation of flesh\nBack to the torture of lies\nThe perfect ones willingly died at the stake\nAnd all of their followers slain\nAs for the knowledge of God they had claimed\nReligion's still burning inside\nTemplar believers with blood on their hands\nJoined in the chorus to kill on command\nBurned at the stake for their soul's liberty\nStill running heretics under our skies\nAs we kill them all so God know his own\nLaugh at the darkness and in god we trust\nThe eye in the triangle smiling with sin\nNo passover feast for the cursed within\nFacing the sun as they went to their grave\nBurn like a dog or you live like a slave\nDeath is the price for your soul's liberty\nTo stand with the cathars and to die and be free\n
Dance Of Death	2003	5	Dance Of Death	Let me tell you a story to chill the bones\nAbout a thing that I saw\nOne night wandering in the everglades\nI'd one drink but no more\nI was rambling, enjoying the bright moonlight\nGazing up at the stars\nNot aware of a presence so near to me\nWatching my every move\nFeeling scared and I fell to my knees\nAs something rushed me from the trees\nTook me to an unholy place\nAnd that is where I fell from grace\nThen they summoned me over to join in with them\nTo the dance of the dead\nInto the circle of fire I followed them\nInto the middle I was led\nAs if time had stopped still I was numb with fear\nBut still I wanted to go\nAnd the blaze of the fire did no hurt upon me\nAs I walked onto the coals\nAnd I felt I was in a trance\nAnd my spirit was lifted from me\nAnd if only someone had the chance\nTo witness what happened to me\nAnd I danced and I pranced and I sang with them\nAll had death in their eyes\nLifeless figures they were undead all of them\nThey had ascended from hell\nAs I danced with the dead\nMy free spirit was laughing and howling down at me\nBelow my undead body\nJust danced the circle of dead\nUntil the time came to reunite us both\nMy spirit came back down to me\nI didn't know if I was alive or dead\nAs the others all joined in with me\nBy luck then a skirmish started\nAnd took the attention away from me\nWhen they took their gaze from me\nWas the moment that I fled\nI ran like hell faster than the wind\nBut behind I did not glance\nOne thing that I did not dare\nWas to look just straight ahead\nWhen you know that your time has come around\nYou know you'll be prepared for it\nSay your last goodbyes to everyone\nDrink and say a prayer for it\nWhen you're lying in your sleep, when you're lying in your bed\nAnd you wake from your dreams to go dancing with the dead\nWhen you're lying in your sleep, when you're lying in your bed\nAnd you wake from your dreams to go dancing with the dead\nTo this day I guess I'll never know\nJust why they let me go\nBut I'll never go dancing no more\n'Til I dance with the dead\n
